,year,prizename,nominationstatement,films,charactor,songtitle,publicnote,Ccodetyp,win
2377,1950,BEST MOTION PICTURE,Columbia,Born Yesterday,,,,actingorsimilar,0
2378,1950,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Father of the Bride,,,,actingorsimilar,0
2379,1950,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,King Solomon's Mines,,,,actingorsimilar,0
2380,1950,BEST MOTION PICTURE,Paramount,Sunset Blvd.,,,,actingorsimilar,0
2381,1950,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",Gerald McBoing-Boing,,,,other,1
2382,1950,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",Jerry's Cousin,,,,other,0
2383,1950,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",Trouble Indemnity,,,,other,0
2384,1950,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",Blaze Busters,,,,other,0
2385,1950,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Grandad of Races,,,,other,1
2386,1950,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Wrong Way Butch,,,,other,0
2387,1950,SHORT SUBJECT (Two-reel),"Falcon Films, Inc.",Grandma Moses,,,,other,0
2388,1950,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",In Beaver Valley,,,,other,1
2389,1950,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",My Country 'Tis of Thee,,,,other,0
2390,1950,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",All about Eve,,,,other,1
2391,1950,SOUND RECORDING,"Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director",Cinderella,,,,other,0
2392,1950,SOUND RECORDING,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",Louisa,,,,other,0
2393,1950,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",Our Very Own,,,,other,0
2394,1950,SOUND RECORDING,"Pinewood Studio Sound Department, Cyril Crowhurst, Sound Director",Trio,,,,other,0
2395,1950,SPECIAL EFFECTS,George Pal Productions,Destination Moon,,,,actingorsimilar,1
2396,1950,SPECIAL EFFECTS,Cecil B. DeMille Productions,Samson and Delilah,,,,actingorsimilar,0
2397,1950,WRITING (Motion Picture Story),"Giuseppe De Santis, Carlo Lizzani",Bitter Rice,,,,actingorsimilar,0
2398,1950,WRITING (Motion Picture Story),"William Bowers, Andre de Toth",The Gunfighter,,,,actingorsimilar,0
2399,1950,WRITING (Motion Picture Story),Leonard Spigelgass,Mystery Street,,,,actingorsimilar,0
2400,1950,WRITING (Motion Picture Story),"Edna Anhalt, Edward Anhalt",Panic in the Streets,,,,actingorsimilar,1
2401,1950,WRITING (Motion Picture Story),Sy Gomberg,When Willie Comes Marching Home,,,,actingorsimilar,0
2402,1950,WRITING (Screenplay),Joseph L. Mankiewicz,All about Eve,,,,actingorsimilar,1
2403,1950,WRITING (Screenplay),"Ben Maddow, John Huston",The Asphalt Jungle,,,,actingorsimilar,0
2404,1950,WRITING (Screenplay),Albert Mannheimer,Born Yesterday,,,,actingorsimilar,0
2405,1950,WRITING (Screenplay),Albert Maltz,Broken Arrow,,,"[NOTE: Based upon the research made by, and the board motion of, the Writers Guild of America West, the Academy, on July 3, 1991, decided to restore Albert Maltz to the screenplay credit on the 1950 film Broken Arrow.  Michael Blankfort had fronted for him on the screenplay and consequently was named in the screenplay nomination.  Mr. Blankfort's name was removed from the nomination.]",actingorsimilar,0
2406,1950,WRITING (Screenplay),"Frances Goodrich, Albert Hackett",Father of the Bride,,,"[NOTE: Based upon the research made by, and the board motion of, the Writers Guild of America West, the Academy, on July 3, 1991, decided to restore Albert Maltz to the screenplay credit on the 1950 film Broken Arrow.  Michael Blankfort had fronted for him on the screenplay and consequently was named in the screenplay nomination.  Mr. Blankfort's name was removed from the nomination.]",actingorsimilar,0
2407,1950,WRITING (Story and Screenplay),"Ruth Gordon, Garson Kanin",Adam's Rib,,,,actingorsimilar,0
2408,1950,WRITING (Story and Screenplay),"Virginia Kellogg, Bernard C. Schoenfeld",Caged,,,,actingorsimilar,0
2409,1950,WRITING (Story and Screenplay),Carl Foreman,The Men,,,,actingorsimilar,0
2410,1950,WRITING (Story and Screenplay),"Joseph L. Mankiewicz, Lesser Samuels",No Way Out,,,,actingorsimilar,0
2411,1950,WRITING (Story and Screenplay),"Charles Brackett, Billy Wilder, D. M. Marshman, Jr.",Sunset Blvd.,,,,actingorsimilar,1
2412,1951,ACTOR,Humphrey Bogart,The African Queen,"{""Charlie Allnut""}",,,actingorsimilar,1
2413,1951,ACTOR,Marlon Brando,A Streetcar Named Desire,"{""Stanley Kowalski""}",,,actingorsimilar,0
2414,1951,ACTOR,Montgomery Clift,A Place in the Sun,"{""George Eastman""}",,,actingorsimilar,0
2415,1951,ACTOR,Arthur Kennedy,Bright Victory,"{""Larry Levins""}",,,actingorsimilar,0
2416,1951,ACTOR,Fredric March,Death of a Salesman,"{""Willy Loman""}",,,actingorsimilar,0
2417,1951,ACTOR IN A SUPPORTING ROLE,Leo Genn,Quo Vadis,"{""Petronius""}",,,actingorsimilar,0
2418,1951,ACTOR IN A SUPPORTING ROLE,Kevin McCarthy,Death of a Salesman,"{""Biff Loman""}",,,actingorsimilar,0
2419,1951,ACTOR IN A SUPPORTING ROLE,Karl Malden,A Streetcar Named Desire,"{""Mitch""}",,,actingorsimilar,1
2420,1951,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Quo Vadis,"{""Nero""}",,,actingorsimilar,0
2421,1951,ACTOR IN A SUPPORTING ROLE,Gig Young,Come Fill the Cup,"{""Boyd Copeland""}",,,actingorsimilar,0
2422,1951,ACTRESS,Katharine Hepburn,The African Queen,"{""Rose Sayer""}",,,actingorsimilar,0
2423,1951,ACTRESS,Vivien Leigh,A Streetcar Named Desire,"{""Blanche DuBois""}",,,actingorsimilar,1
2424,1951,ACTRESS,Eleanor Parker,Detective Story,"{""Mary McLeod""}",,,actingorsimilar,0
2425,1951,ACTRESS,Shelley Winters,A Place in the Sun,"{""Alice Tripp""}",,,actingorsimilar,0
2426,1951,ACTRESS,Jane Wyman,The Blue Veil,"{""Louise Mason""}",,,actingorsimilar,0
2427,1951,ACTRESS IN A SUPPORTING ROLE,Joan Blondell,The Blue Veil,"{""Annie Rawlins""}",,,actingorsimilar,0
2428,1951,ACTRESS IN A SUPPORTING ROLE,Mildred Dunnock,Death of a Salesman,"{""Linda Loman""}",,,actingorsimilar,0
2429,1951,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Detective Story,"{""A Shoplifter""}",,,actingorsimilar,0
2430,1951,ACTRESS IN A SUPPORTING ROLE,Kim Hunter,A Streetcar Named Desire,"{""Stella Kowalski""}",,,actingorsimilar,1
2431,1951,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,The Mating Season,"{""Ellen McNulty""}",,,actingorsimilar,0
2432,1951,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Thomas Little, Fred J. Rode",Fourteen Hours,,,,actingorsimilar,0
2433,1951,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Thomas Little, Paul S. Fox",House on Telegraph Hill,,,,actingorsimilar,0
2434,1951,ART DIRECTION (Black-and-White),D'Eaubonne,La Ronde,,,,actingorsimilar,0
2435,1951,ART DIRECTION (Black-and-White),Art Direction:  Richard Day;  Set Decoration:  George James Hopkins,A Streetcar Named Desire,,,,actingorsimilar,1
2436,1951,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore",Too Young to Kiss,,,,actingorsimilar,0
2437,1951,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",An American in Paris,,,,actingorsimilar,1
2438,1951,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, George Davis;  Set Decoration:  Thomas Little, Paul S. Fox",David and Bathsheba,,,,actingorsimilar,0
2439,1951,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, Leland Fuller;  Musical Settings:  Joseph C. Wright;  Set Decoration:  Thomas Little, Walter M. Scott",On the Riviera,,,,actingorsimilar,0
2440,1951,ART DIRECTION (Color),"Art Direction:  William A. Horning, Cedric Gibbons, Edward Carfagno;  Set Decoration:  Hugh Hunt",Quo Vadis,,,,actingorsimilar,0
2441,1951,ART DIRECTION (Color),Hein Heckroth,Tales of Hoffmann,,,,actingorsimilar,0
2442,1951,CINEMATOGRAPHY (Black-and-White),Frank Planer,Death of a Salesman,,,,actingorsimilar,0
2443,1951,CINEMATOGRAPHY (Black-and-White),Norbert Brodine,The Frogmen,,,,actingorsimilar,0
2444,1951,CINEMATOGRAPHY (Black-and-White),William C. Mellor,A Place in the Sun,,,,actingorsimilar,1
2445,1951,CINEMATOGRAPHY (Black-and-White),Robert Burks,Strangers on a Train,,,,actingorsimilar,0
2446,1951,CINEMATOGRAPHY (Black-and-White),Harry Stradling,A Streetcar Named Desire,,,,actingorsimilar,0
2447,1951,CINEMATOGRAPHY (Color),Alfred Gilks; Ballet Photography by John Alton,An American in Paris,,,,actingorsimilar,1
2448,1951,CINEMATOGRAPHY (Color),Leon Shamroy,David and Bathsheba,,,,actingorsimilar,0
2449,1951,CINEMATOGRAPHY (Color),"Robert Surtees, William V. Skall",Quo Vadis,,,,actingorsimilar,0
2450,1951,CINEMATOGRAPHY (Color),Charles Rosher,Show Boat,,,,actingorsimilar,0
2451,1951,CINEMATOGRAPHY (Color),"John F. Seitz, W. Howard Greene",When Worlds Collide,,,,actingorsimilar,0
2452,1951,COSTUME DESIGN (Black-and-White),"Walter Plunkett, Gile Steele",Kind Lady,,,,actingorsimilar,0
2453,1951,COSTUME DESIGN (Black-and-White),"Charles LeMaire, Renie",The Model and the Marriage Broker,,,,actingorsimilar,0
2454,1951,COSTUME DESIGN (Black-and-White),"Edward Stevenson, Margaret Furse",The Mudlark,,,,actingorsimilar,0
2455,1951,COSTUME DESIGN (Black-and-White),Edith Head,A Place in the Sun,,,,actingorsimilar,1
2456,1951,COSTUME DESIGN (Black-and-White),Lucinda Ballard,A Streetcar Named Desire,,,,actingorsimilar,0
2457,1951,COSTUME DESIGN (Color),"Orry-Kelly, Walter Plunkett, Irene Sharaff",An American in Paris,,,,actingorsimilar,1
2458,1951,COSTUME DESIGN (Color),"Charles LeMaire, Edward Stevenson",David and Bathsheba,,,,actingorsimilar,0
2459,1951,COSTUME DESIGN (Color),"Helen Rose, Gile Steele",The Great Caruso,,,,actingorsimilar,0
2460,1951,COSTUME DESIGN (Color),Herschel McCoy,Quo Vadis,,,,actingorsimilar,0
2461,1951,COSTUME DESIGN (Color),Hein Heckroth,Tales of Hoffmann,,,,actingorsimilar,0
2462,1951,DIRECTING,John Huston,The African Queen,,,,actingorsimilar,0
2463,1951,DIRECTING,Vincente Minnelli,An American in Paris,,,,actingorsimilar,0
2464,1951,DIRECTING,William Wyler,Detective Story,,,,actingorsimilar,0
2465,1951,DIRECTING,George Stevens,A Place in the Sun,,,,actingorsimilar,1
2466,1951,DIRECTING,Elia Kazan,A Streetcar Named Desire,,,,actingorsimilar,0
2467,1951,DOCUMENTARY (Feature),"Bryan Foy, Producer",I Was a Communist for the F.B.I.,,,,actingorsimilar,0
2468,1951,DOCUMENTARY (Feature),"Olle Nordemar, Producer",Kon-Tiki,,,,actingorsimilar,1
2469,1951,DOCUMENTARY (Short Subject),'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital',Benjy,,,,actingorsimilar,1
2470,1951,DOCUMENTARY (Short Subject),"Owen Crump, Producer.  (Film sponsored by the Disabled American Veterans, in cooperation with the United States Department of Defense and the Association of Motion Picture Producers)",One Who Came Back,,,,actingorsimilar,0
2471,1951,DOCUMENTARY (Short Subject),"Gordon Hollingshead, Producer",The Seeing Eye,,,,actingorsimilar,0
2472,1951,FILM EDITING,Adrienne Fazan,An American in Paris,,,,actingorsimilar,0
2473,1951,FILM EDITING,Dorothy Spencer,Decision before Dawn,,,,actingorsimilar,0
2474,1951,FILM EDITING,William Hornbeck,A Place in the Sun,,,,actingorsimilar,1
2475,1951,FILM EDITING,Ralph E. Winters,Quo Vadis,,,,actingorsimilar,0
2476,1951,FILM EDITING,Chester Schaeffer,The Well,,,,actingorsimilar,0
2477,1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,David and Bathsheba,,,,other,0
2478,1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,Death of a Salesman,,,,other,0
2479,1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,A Place in the Sun,,,,other,1
2480,1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Quo Vadis,,,,other,0
2481,1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,A Streetcar Named Desire,,,,other,0
2482,1951,MUSIC (Scoring of a Musical Picture),Oliver Wallace,Alice in Wonderland,,,,other,0
2483,1951,MUSIC (Scoring of a Musical Picture),"Johnny Green, Saul Chaplin",An American in Paris,,,,other,1
2484,1951,MUSIC (Scoring of a Musical Picture),"Peter Herman Adler, Johnny Green",The Great Caruso,,,,other,0
2485,1951,MUSIC (Scoring of a Musical Picture),Alfred Newman,On the Riviera,,,,other,0
2486,1951,MUSIC (Scoring of a Musical Picture),"Adolph Deutsch, Conrad Salinger",Show Boat,,,,other,0
2487,1951,MUSIC (Song),Music by Hoagy Carmichael; Lyrics by Johnny Mercer,Here Comes the Groom,,"""In The Cool, Cool, Cool Of The Evening""",,song,1
2488,1951,MUSIC (Song),"Music and Lyrics by Bert Kalmar, Harry Ruby and Oscar Hammerstein II",The Strip,,"""A Kiss To Build A Dream On""",,song,0
2489,1951,MUSIC (Song),Music by Lionel Newman; Lyrics by Eliot Daniel,Golden Girl,,"""Never""",,song,0
2490,1951,MUSIC (Song),Music by Burton Lane; Lyrics by Alan Jay Lerner,Royal Wedding,,"""Too Late Now""",,song,0
2491,1951,MUSIC (Song),Music by Nicholas Brodszky; Lyrics by Sammy Cahn,"Rich, Young and Pretty",,"""Wonder Why""",,song,0
2492,1951,BEST MOTION PICTURE,"Arthur Freed, Producer",An American in Paris,,,,actingorsimilar,1
2493,1951,BEST MOTION PICTURE,"Anatole Litvak and Frank McCarthy, Producers",Decision before Dawn,,,,actingorsimilar,0
2494,1951,BEST MOTION PICTURE,"George Stevens, Producer",A Place in the Sun,,,,actingorsimilar,0
2495,1951,BEST MOTION PICTURE,"Sam Zimbalist, Producer",Quo Vadis,,,,actingorsimilar,0
2496,1951,BEST MOTION PICTURE,"Charles K. Feldman, Producer",A Streetcar Named Desire,,,,actingorsimilar,0
2497,1951,SHORT SUBJECT (Cartoon),"Walt Disney, Producer","Lambert, the Sheepish Lion",,,,other,0
2498,1951,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",Rooty Toot Toot,,,,other,0
2499,1951,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",The Two Mouseketeers,,,,other,1
2500,1951,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",Ridin' the Rails,,,,other,0
2501,1951,SHORT SUBJECT (One-reel),"Robert G. Leffingwell, Producer",The Story of Time,,,,other,0
2502,1951,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",World of Kids,,,,other,1
2503,1951,SHORT SUBJECT (Two-reel),Les Films du Compass,Balzac,,,,other,0
2504,1951,SHORT SUBJECT (Two-reel),"Tom Mead, Producer",Danger under the Sea,,,,other,0
2505,1951,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Nature's Half Acre,,,,other,1
2506,1951,SOUND RECORDING,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",Bright Victory,,,,other,0
2507,1951,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",The Great Caruso,,,,other,1
2508,1951,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",I Want You,,,,other,0
2509,1951,SOUND RECORDING,"Warner Bros. Studio Sound Department, Col. Nathan Levinson, Sound Director",A Streetcar Named Desire,,,,other,0
2510,1951,SOUND RECORDING,"RKO Radio Studio Sound Department, John O. Aalberg, Sound Director",Two Tickets to Broadway,,,,other,0
2511,1951,SPECIAL EFFECTS,Paramount,When Worlds Collide,,,,actingorsimilar,1
2512,1951,WRITING (Motion Picture Story),"Budd Boetticher, Ray Nazarro",Bullfighter and the Lady,,,,actingorsimilar,0
2513,1951,WRITING (Motion Picture Story),Oscar Millard,The Frogmen,,,,actingorsimilar,0
2514,1951,WRITING (Motion Picture Story),"Robert Riskin, Liam O'Brien",Here Comes the Groom,,,,actingorsimilar,0
2515,1951,WRITING (Motion Picture Story),"Paul Dehn, James Bernard",Seven Days to Noon,,,,actingorsimilar,1
2516,1951,WRITING (Motion Picture Story),"Alfred Hayes, Stewart Stern",Teresa,,,,actingorsimilar,0
2517,1951,WRITING (Screenplay),"James Agee, John Huston",The African Queen,,,,actingorsimilar,0
2518,1951,WRITING (Screenplay),"Philip Yordan, Robert Wyler",Detective Story,,,,actingorsimilar,0
2519,1951,WRITING (Screenplay),"Max Ophuls, Jacques Natanson",La Ronde,,,,actingorsimilar,0
2520,1951,WRITING (Screenplay),"Michael Wilson, Harry Brown",A Place in the Sun,,,,actingorsimilar,1
2521,1951,WRITING (Screenplay),Tennessee Williams,A Streetcar Named Desire,,,,actingorsimilar,0
2522,1951,WRITING (Story and Screenplay),Alan Jay Lerner,An American in Paris,,,,actingorsimilar,1
2523,1951,WRITING (Story and Screenplay),"Billy Wilder, Lesser Samuels, Walter Newman",The Big Carnival,,,,actingorsimilar,0
2524,1951,WRITING (Story and Screenplay),Philip Dunne,David and Bathsheba,,,,actingorsimilar,0
2525,1951,WRITING (Story and Screenplay),Robert Pirosh,Go for Broke!,,,,actingorsimilar,0
2526,1951,WRITING (Story and Screenplay),"Clarence Greene, Russell Rouse",The Well,,,,actingorsimilar,0
2527,1952,ACTOR,Marlon Brando,Viva Zapata!,"{""Emiliano Zapata""}",,,actingorsimilar,0
2528,1952,ACTOR,Gary Cooper,High Noon,"{""Will Kane""}",,,actingorsimilar,1
2529,1952,ACTOR,Kirk Douglas,The Bad and the Beautiful,"{""Jonathan Shields""}",,,actingorsimilar,0
2530,1952,ACTOR,José Ferrer,Moulin Rouge,"{""Toulouse-Lautrec""}",,,actingorsimilar,0
2531,1952,ACTOR,Alec Guinness,The Lavender Hill Mob,"{""Holland""}",,,actingorsimilar,0
2532,1952,ACTOR IN A SUPPORTING ROLE,Richard Burton,My Cousin Rachel,"{""Philip Ashley""}",,,actingorsimilar,0
2533,1952,ACTOR IN A SUPPORTING ROLE,Arthur Hunnicutt,The Big Sky,"{""Zeb Callaway""}",,,actingorsimilar,0
2534,1952,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,The Quiet Man,"{""Red Will Danaher""}",,,actingorsimilar,0
2535,1952,ACTOR IN A SUPPORTING ROLE,Jack Palance,Sudden Fear,"{""Lester Blaine""}",,,actingorsimilar,0
2536,1952,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Viva Zapata!,"{""Eufemio Zapata""}",,,actingorsimilar,1
2537,1952,ACTRESS,Shirley Booth,"Come Back, Little Sheba","{""Lola Delaney""}",,,actingorsimilar,1
2538,1952,ACTRESS,Joan Crawford,Sudden Fear,"{""Myra Hudson""}",,,actingorsimilar,0
2539,1952,ACTRESS,Bette Davis,The Star,"{""Margaret Elliot""}",,,actingorsimilar,0
2540,1952,ACTRESS,Julie Harris,The Member of the Wedding,"{""Frankie Addams""}",,,actingorsimilar,0
2541,1952,ACTRESS,Susan Hayward,With a Song in My Heart,"{""Jane Froman""}",,,actingorsimilar,0
2542,1952,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,The Bad and the Beautiful,"{""Rosemary Bartlow""}",,,actingorsimilar,1
2543,1952,ACTRESS IN A SUPPORTING ROLE,Jean Hagen,Singin' in the Rain,"{""Lina Lamont""}",,,actingorsimilar,0
2544,1952,ACTRESS IN A SUPPORTING ROLE,Colette Marchand,Moulin Rouge,"{""Marie Charlet""}",,,actingorsimilar,0
2545,1952,ACTRESS IN A SUPPORTING ROLE,Terry Moore,"Come Back, Little Sheba","{""Marie Loring""}",,,actingorsimilar,0
2546,1952,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,With a Song in My Heart,"{""Clancy""}",,,actingorsimilar,0
2547,1952,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Keogh Gleason",The Bad and the Beautiful,,,,actingorsimilar,1
2548,1952,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Emile Kuri",Carrie,,,,actingorsimilar,0
2549,1952,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott",My Cousin Rachel,,,,actingorsimilar,0
2550,1952,ART DIRECTION (Black-and-White),Art Direction:  Matsuyama;  Set Decoration:  H. Motsumoto,Rashomon,,,,actingorsimilar,0
2551,1952,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Thomas Little, Claude Carpenter",Viva Zapata!,,,,actingorsimilar,0
2552,1952,ART DIRECTION (Color),"Art Direction:  Richard Day, Clave;  Set Decoration:  Howard Bristol",Hans Christian Andersen,,,,actingorsimilar,0
2553,1952,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Arthur Krams",The Merry Widow,,,,actingorsimilar,0
2554,1952,ART DIRECTION (Color),Art Direction:  Paul Sheriff;  Set Decoration:  Marcel Vertes,Moulin Rouge,,,,actingorsimilar,1
2555,1952,ART DIRECTION (Color),"Art Direction:  Frank Hotaling;  Set Decoration:  John McCarthy, Jr., Charles Thompson",The Quiet Man,,,,actingorsimilar,0
2556,1952,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Thomas Little, Paul S. Fox",The Snows of Kilimanjaro,,,,actingorsimilar,0
2557,1952,CINEMATOGRAPHY (Black-and-White),Robert Surtees,The Bad and the Beautiful,,,,actingorsimilar,1
2558,1952,CINEMATOGRAPHY (Black-and-White),Russell Harlan,The Big Sky,,,,actingorsimilar,0
2559,1952,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,My Cousin Rachel,,,,actingorsimilar,0
